0.22618441161487518,frozenset({'top0'})
0.20071319409067753,frozenset({'LFQ'})
0.10672440142638819,frozenset({'TIC'})
0.1770249617931737,frozenset({'dlfq'})
0.10570555272542027,frozenset({'SAM'})
0.10494141619969434,frozenset({'vsn'})
0.15155374426897605,frozenset({'count'})
0.2445236882322975,frozenset({'top3'})
0.12277126846663271,frozenset({'ttest'})
0.22796739684156903,frozenset({'ANOVA'})
0.11716760061130922,frozenset({'proDA'})
0.14187468160978095,frozenset({'quantiles.robust'})
0.12480896586856852,frozenset({'GMS'})
